Category,Country,Year Month,Index (2015 = 100),code
All-items HICP,Austria,2000M01,74.28,1
All-items HICP,Austria,2000M02,74.85,1
All-items HICP,Austria,2000M03,74.92,1
All-items HICP,Austria,2000M04,74.78,1
All-items HICP,Austria,2000M05,74.71,1
All-items HICP,Austria,2000M06,75.0,1
All-items HICP,Austria,2000M07,74.78,1
All-items HICP,Austria,2000M08,74.85,1
All-items HICP,Austria,2000M09,75.14,1
All-items HICP,Austria,2000M10,75.35,1
All-items HICP,Austria,2000M11,75.64,1
All-items HICP,Austria,2000M12,75.93,1
All-items HICP,Austria,2001M01,75.96,1
All-items HICP,Austria,2001M02,76.21,1
All-items HICP,Austria,2001M03,76.33,1
All-items HICP,Austria,2001M04,76.71,1
All-items HICP,Austria,2001M05,76.86,1
All-items HICP,Austria,2001M06,76.96,1
All-items HICP,Austria,2001M07,76.85,1
All-items HICP,Austria,2001M08,76.66,1
All-items HICP,Austria,2001M09,76.95,1
All-items HICP,Austria,2001M10,77.1,1
All-items HICP,Austria,2001M11,77.07,1
All-items HICP,Austria,2001M12,77.27,1
All-items HICP,Austria,2002M01,77.4,1
All-items HICP,Austria,2002M02,77.53,1
All-items HICP,Austria,2002M03,77.63,1
All-items HICP,Austria,2002M04,77.98,1
All-items HICP,Austria,2002M05,78.12,1
All-items HICP,Austria,2002M06,78.11,1
All-items HICP,Austria,2002M07,77.98,1
All-items HICP,Austria,2002M08,78.19,1
All-items HICP,Austria,2002M09,78.19,1
All-items HICP,Austria,2002M10,78.36,1
All-items HICP,Austria,2002M11,78.36,1
All-items HICP,Austria,2002M12,78.57,1
All-items HICP,Austria,2003M01,78.71,1
All-items HICP,Austria,2003M02,78.85,1
All-items HICP,Austria,2003M03,79.06,1
All-items HICP,Austria,2003M04,78.98,1
All-items HICP,Austria,2003M05,78.88,1
All-items HICP,Austria,2003M06,78.89,1
All-items HICP,Austria,2003M07,78.79,1
All-items HICP,Austria,2003M08,79.01,1
All-items HICP,Austria,2003M09,79.22,1
All-items HICP,Austria,2003M10,79.2,1
All-items HICP,Austria,2003M11,79.4,1
All-items HICP,Austria,2003M12,79.62,1
All-items HICP,Austria,2004M01,79.67,1
All-items HICP,Austria,2004M02,80.02,1
All-items HICP,Austria,2004M03,80.34,1
All-items HICP,Austria,2004M04,80.24,1
All-items HICP,Austria,2004M05,80.53,1
All-items HICP,Austria,2004M06,80.68,1
All-items HICP,Austria,2004M07,80.44,1
All-items HICP,Austria,2004M08,80.75,1
All-items HICP,Austria,2004M09,80.68,1
All-items HICP,Austria,2004M10,81.06,1
All-items HICP,Austria,2004M11,81.22,1
All-items HICP,Austria,2004M12,81.62,1
All-items HICP,Austria,2005M01,81.6,1
All-items HICP,Austria,2005M02,81.87,1
All-items HICP,Austria,2005M03,82.26,1
All-items HICP,Austria,2005M04,82.08,1
All-items HICP,Austria,2005M05,82.09,1
All-items HICP,Austria,2005M06,82.3,1
All-items HICP,Austria,2005M07,82.13,1
All-items HICP,Austria,2005M08,82.26,1
All-items HICP,Austria,2005M09,82.73,1
All-items HICP,Austria,2005M10,82.77,1
All-items HICP,Austria,2005M11,82.63,1
All-items HICP,Austria,2005M12,82.87,1
All-items HICP,Austria,2006M01,82.84,1
All-items HICP,Austria,2006M02,83.12,1
All-items HICP,Austria,2006M03,83.34,1
All-items HICP,Austria,2006M04,83.82,1
All-items HICP,Austria,2006M05,83.83,1
All-items HICP,Austria,2006M06,83.84,1
All-items HICP,Austria,2006M07,83.71,1
All-items HICP,Austria,2006M08,83.97,1
All-items HICP,Austria,2006M09,83.85,1
All-items HICP,Austria,2006M10,83.8,1
All-items HICP,Austria,2006M11,83.91,1
All-items HICP,Austria,2006M12,84.22,1
All-items HICP,Austria,2007M01,84.28,1
All-items HICP,Austria,2007M02,84.54,1
All-items HICP,Austria,2007M03,84.94,1
All-items HICP,Austria,2007M04,85.3,1
All-items HICP,Austria,2007M05,85.45,1
All-items HICP,Austria,2007M06,85.45,1
All-items HICP,Austria,2007M07,85.39,1
All-items HICP,Austria,2007M08,85.42,1
All-items HICP,Austria,2007M09,85.63,1
All-items HICP,Austria,2007M10,86.2,1
All-items HICP,Austria,2007M11,86.61,1
All-items HICP,Austria,2007M12,87.14,1
All-items HICP,Austria,2008M01,86.89,1
All-items HICP,Austria,2008M02,87.16,1
All-items HICP,Austria,2008M03,87.95,1
All-items HICP,Austria,2008M04,88.18,1
All-items HICP,Austria,2008M05,88.66,1
All-items HICP,Austria,2008M06,88.9,1
All-items HICP,Austria,2008M07,88.64,1
All-items HICP,Austria,2008M08,88.48,1
All-items HICP,Austria,2008M09,88.82,1
All-items HICP,Austria,2008M10,88.79,1
All-items HICP,Austria,2008M11,88.56,1
All-items HICP,Austria,2008M12,88.42,1
All-items HICP,Austria,2009M01,87.9,1
All-items HICP,Austria,2009M02,88.33,1
All-items HICP,Austria,2009M03,88.49,1
All-items HICP,Austria,2009M04,88.65,1
All-items HICP,Austria,2009M05,88.71,1
All-items HICP,Austria,2009M06,88.62,1
All-items HICP,Austria,2009M07,88.26,1
All-items HICP,Austria,2009M08,88.62,1
All-items HICP,Austria,2009M09,88.8,1
All-items HICP,Austria,2009M10,88.9,1
All-items HICP,Austria,2009M11,89.08,1
All-items HICP,Austria,2009M12,89.35,1
All-items HICP,Austria,2010M01,88.98,1
All-items HICP,Austria,2010M02,89.16,1
All-items HICP,Austria,2010M03,90.09,1
All-items HICP,Austria,2010M04,90.28,1
All-items HICP,Austria,2010M05,90.23,1
All-items HICP,Austria,2010M06,90.22,1
All-items HICP,Austria,2010M07,89.76,1
All-items HICP,Austria,2010M08,90.0,1
All-items HICP,Austria,2010M09,90.35,1
All-items HICP,Austria,2010M10,90.68,1
All-items HICP,Austria,2010M11,90.68,1
All-items HICP,Austria,2010M12,91.3,1
All-items HICP,Austria,2011M01,91.24,1
All-items HICP,Austria,2011M02,91.97,1
All-items HICP,Austria,2011M03,93.09,1
All-items HICP,Austria,2011M04,93.64,1
All-items HICP,Austria,2011M05,93.56,1
All-items HICP,Austria,2011M06,93.53,1
All-items HICP,Austria,2011M07,93.19,1
All-items HICP,Austria,2011M08,93.34,1
All-items HICP,Austria,2011M09,93.9,1
All-items HICP,Austria,2011M10,94.11,1
All-items HICP,Austria,2011M11,94.17,1
All-items HICP,Austria,2011M12,94.4,1
All-items HICP,Austria,2012M01,93.88,1
All-items HICP,Austria,2012M02,94.38,1
All-items HICP,Austria,2012M03,95.55,1
All-items HICP,Austria,2012M04,95.82,1
All-items HICP,Austria,2012M05,95.63,1
All-items HICP,Austria,2012M06,95.62,1
All-items HICP,Austria,2012M07,95.13,1
All-items HICP,Austria,2012M08,95.47,1
All-items HICP,Austria,2012M09,96.55,1
All-items HICP,Austria,2012M10,96.85,1
All-items HICP,Austria,2012M11,96.92,1
All-items HICP,Austria,2012M12,97.15,1
All-items HICP,Austria,2013M01,96.54,1
All-items HICP,Austria,2013M02,96.87,1
All-items HICP,Austria,2013M03,97.8,1
All-items HICP,Austria,2013M04,97.82,1
All-items HICP,Austria,2013M05,97.94,1
All-items HICP,Austria,2013M06,97.77,1
All-items HICP,Austria,2013M07,97.15,1
All-items HICP,Austria,2013M08,97.37,1
All-items HICP,Austria,2013M09,98.31,1
All-items HICP,Austria,2013M10,98.3,1
All-items HICP,Austria,2013M11,98.33,1
All-items HICP,Austria,2013M12,99.08,1
All-items HICP,Austria,2014M01,98.01,1
All-items HICP,Austria,2014M02,98.3,1
All-items HICP,Austria,2014M03,99.22,1
All-items HICP,Austria,2014M04,99.35,1
All-items HICP,Austria,2014M05,99.44,1
All-items HICP,Austria,2014M06,99.43,1
All-items HICP,Austria,2014M07,98.77,1
All-items HICP,Austria,2014M08,98.79,1
All-items HICP,Austria,2014M09,99.69,1
All-items HICP,Austria,2014M10,99.7,1
All-items HICP,Austria,2014M11,99.84,1
All-items HICP,Austria,2014M12,99.88,1
All-items HICP,Austria,2015M01,98.48,1
All-items HICP,Austria,2015M02,98.75,1
All-items HICP,Austria,2015M03,100.15,1
All-items HICP,Austria,2015M04,100.28,1
All-items HICP,Austria,2015M05,100.45,1
All-items HICP,Austria,2015M06,100.4,1
All-items HICP,Austria,2015M07,99.89,1
All-items HICP,Austria,2015M08,99.73,1
All-items HICP,Austria,2015M09,100.25,1
All-items HICP,Austria,2015M10,100.35,1
All-items HICP,Austria,2015M11,100.32,1
All-items HICP,Austria,2015M12,100.95,1
All-items HICP,Austria,2016M01,99.85,1
All-items HICP,Austria,2016M02,99.76,1
All-items HICP,Austria,2016M03,100.82,1
All-items HICP,Austria,2016M04,100.93,1
All-items HICP,Austria,2016M05,101.04,1
All-items HICP,Austria,2016M06,101.04,1
All-items HICP,Austria,2016M07,100.49,1
All-items HICP,Austria,2016M08,100.33,1
All-items HICP,Austria,2016M09,101.33,1
All-items HICP,Austria,2016M10,101.72,1
All-items HICP,Austria,2016M11,101.79,1
All-items HICP,Austria,2016M12,102.55,1
All-items HICP,Austria,2017M01,101.91,1
All-items HICP,Austria,2017M02,102.13,1
All-items HICP,Austria,2017M03,102.94,1
All-items HICP,Austria,2017M04,103.27,1
All-items HICP,Austria,2017M05,103.21,1
All-items HICP,Austria,2017M06,103.06,1
All-items HICP,Austria,2017M07,102.47,1
All-items HICP,Austria,2017M08,102.46,1
All-items HICP,Austria,2017M09,103.9,1
All-items HICP,Austria,2017M10,104.12,1
All-items HICP,Austria,2017M11,104.27,1
All-items HICP,Austria,2017M12,104.94,1
All-items HICP,Austria,2018M01,103.86,1
All-items HICP,Austria,2018M02,104.12,1
All-items HICP,Austria,2018M03,105.05,1
All-items HICP,Austria,2018M04,105.29,1
All-items HICP,Austria,2018M05,105.4,1
All-items HICP,Austria,2018M06,105.46,1
All-items HICP,Austria,2018M07,104.83,1
All-items HICP,Austria,2018M08,104.82,1
All-items HICP,Austria,2018M09,106.11,1
All-items HICP,Austria,2018M10,106.62,1
All-items HICP,Austria,2018M11,106.64,1
All-items HICP,Austria,2018M12,106.74,1
All-items HICP,Austria,2019M01,105.62,1
All-items HICP,Austria,2019M02,105.61,1
All-items HICP,Austria,2019M03,106.81,1
All-items HICP,Austria,2019M04,107.12,1
All-items HICP,Austria,2019M05,107.18,1
All-items HICP,Austria,2019M06,107.11,1
All-items HICP,Austria,2019M07,106.26,1
All-items HICP,Austria,2019M08,106.34,1
All-items HICP,Austria,2019M09,107.42,1
All-items HICP,Austria,2019M10,107.72,1
All-items HICP,Austria,2019M11,107.92,1
All-items HICP,Austria,2019M12,108.69,1
All-items HICP,Austria,2020M01,107.91,1
All-items HICP,Austria,2020M02,107.92,1
All-items HICP,Austria,2020M03,108.5,1
All-items HICP,Austria,2020M04,108.75,1
All-items HICP,Austria,2020M05,107.82,1
All-items HICP,Austria,2020M06,108.25,1
All-items HICP,Austria,2020M07,108.18,1
All-items HICP,Austria,2020M08,107.81,1
All-items HICP,Belgium,2000M01,72.66,2
All-items HICP,Belgium,2000M02,74.14,2
All-items HICP,Belgium,2000M03,74.49,2
All-items HICP,Belgium,2000M04,74.63,2
All-items HICP,Belgium,2000M05,74.84,2
All-items HICP,Belgium,2000M06,75.12,2
All-items HICP,Belgium,2000M07,74.35,2
All-items HICP,Belgium,2000M08,75.47,2
All-items HICP,Belgium,2000M09,76.04,2
All-items HICP,Belgium,2000M10,75.9,2
All-items HICP,Belgium,2000M11,76.04,2
All-items HICP,Belgium,2000M12,75.83,2
All-items HICP,Belgium,2001M01,74.64,2
All-items HICP,Belgium,2001M02,75.98,2
All-items HICP,Belgium,2001M03,76.12,2
All-items HICP,Belgium,2001M04,76.8,2
All-items HICP,Belgium,2001M05,77.2,2
All-items HICP,Belgium,2001M06,77.34,2
All-items HICP,Belgium,2001M07,76.37,2
All-items HICP,Belgium,2001M08,77.38,2
All-items HICP,Belgium,2001M09,77.49,2
All-items HICP,Belgium,2001M10,77.4,2
All-items HICP,Belgium,2001M11,77.4,2
All-items HICP,Belgium,2001M12,77.29,2
All-items HICP,Belgium,2002M01,76.61,2
All-items HICP,Belgium,2002M02,77.86,2
All-items HICP,Belgium,2002M03,78.04,2
All-items HICP,Belgium,2002M04,78.09,2
All-items HICP,Belgium,2002M05,78.2,2
All-items HICP,Belgium,2002M06,77.99,2
All-items HICP,Belgium,2002M07,77.25,2
All-items HICP,Belgium,2002M08,78.33,2
All-items HICP,Belgium,2002M09,78.41,2
All-items HICP,Belgium,2002M10,78.34,2
All-items HICP,Belgium,2002M11,78.23,2
All-items HICP,Belgium,2002M12,78.32,2
All-items HICP,Belgium,2003M01,77.51,2
All-items HICP,Belgium,2003M02,79.16,2
All-items HICP,Belgium,2003M03,79.38,2
All-items HICP,Belgium,2003M04,79.24,2
All-items HICP,Belgium,2003M05,78.93,2
All-items HICP,Belgium,2003M06,79.18,2
All-items HICP,Belgium,2003M07,78.32,2
All-items HICP,Belgium,2003M08,79.64,2
All-items HICP,Belgium,2003M09,79.75,2
All-items HICP,Belgium,2003M10,79.51,2
All-items HICP,Belgium,2003M11,79.64,2
All-items HICP,Belgium,2003M12,79.6,2
All-items HICP,Belgium,2004M01,78.59,2
All-items HICP,Belgium,2004M02,80.05,2
All-items HICP,Belgium,2004M03,80.11,2
All-items HICP,Belgium,2004M04,80.57,2
All-items HICP,Belgium,2004M05,80.82,2
All-items HICP,Belgium,2004M06,80.75,2
All-items HICP,Belgium,2004M07,79.92,2
All-items HICP,Belgium,2004M08,81.27,2
All-items HICP,Belgium,2004M09,81.19,2
All-items HICP,Belgium,2004M10,81.58,2
All-items HICP,Belgium,2004M11,81.45,2
All-items HICP,Belgium,2004M12,81.2,2
All-items HICP,Belgium,2005M01,80.14,2
All-items HICP,Belgium,2005M02,81.86,2
All-items HICP,Belgium,2005M03,82.39,2
All-items HICP,Belgium,2005M04,82.55,2
All-items HICP,Belgium,2005M05,82.65,2
All-items HICP,Belgium,2005M06,82.93,2
All-items HICP,Belgium,2005M07,82.1,2
All-items HICP,Belgium,2005M08,83.59,2
All-items HICP,Belgium,2005M09,83.56,2
All-items HICP,Belgium,2005M10,83.44,2
All-items HICP,Belgium,2005M11,83.4,2
All-items HICP,Belgium,2005M12,83.44,2
All-items HICP,Belgium,2006M01,82.33,2
All-items HICP,Belgium,2006M02,84.22,2
All-items HICP,Belgium,2006M03,84.16,2
All-items HICP,Belgium,2006M04,84.63,2
All-items HICP,Belgium,2006M05,84.93,2
All-items HICP,Belgium,2006M06,85.0,2
All-items HICP,Belgium,2006M07,84.09,2
All-items HICP,Belgium,2006M08,85.54,2
All-items HICP,Belgium,2006M09,85.13,2
All-items HICP,Belgium,2006M10,84.88,2
All-items HICP,Belgium,2006M11,85.06,2
All-items HICP,Belgium,2006M12,85.17,2
All-items HICP,Belgium,2007M01,83.73,2
All-items HICP,Belgium,2007M02,85.71,2
All-items HICP,Belgium,2007M03,85.71,2
All-items HICP,Belgium,2007M04,86.14,2
All-items HICP,Belgium,2007M05,86.04,2
All-items HICP,Belgium,2007M06,86.1,2
All-items HICP,Belgium,2007M07,85.19,2
All-items HICP,Belgium,2007M08,86.52,2
All-items HICP,Belgium,2007M09,86.36,2
All-items HICP,Belgium,2007M10,86.76,2
All-items HICP,Belgium,2007M11,87.5,2
All-items HICP,Belgium,2007M12,87.82,2
All-items HICP,Belgium,2008M01,86.68,2
All-items HICP,Belgium,2008M02,88.82,2
All-items HICP,Belgium,2008M03,89.47,2
All-items HICP,Belgium,2008M04,89.65,2
All-items HICP,Belgium,2008M05,90.43,2
All-items HICP,Belgium,2008M06,91.06,2
All-items HICP,Belgium,2008M07,90.21,2
All-items HICP,Belgium,2008M08,91.16,2
All-items HICP,Belgium,2008M09,91.07,2
All-items HICP,Belgium,2008M10,90.92,2
All-items HICP,Belgium,2008M11,90.32,2
All-items HICP,Belgium,2008M12,90.19,2
All-items HICP,Belgium,2009M01,88.5,2
All-items HICP,Belgium,2009M02,90.54,2
All-items HICP,Belgium,2009M03,90.04,2
All-items HICP,Belgium,2009M04,90.31,2
All-items HICP,Belgium,2009M05,90.21,2
All-items HICP,Belgium,2009M06,90.1,2
All-items HICP,Belgium,2009M07,88.65,2
All-items HICP,Belgium,2009M08,90.51,2
All-items HICP,Belgium,2009M09,90.14,2
All-items HICP,Belgium,2009M10,90.12,2
All-items HICP,Belgium,2009M11,90.3,2
All-items HICP,Belgium,2009M12,90.49,2
All-items HICP,Belgium,2010M01,89.2,2
All-items HICP,Belgium,2010M02,91.28,2
All-items HICP,Belgium,2010M03,91.75,2
All-items HICP,Belgium,2010M04,92.16,2
All-items HICP,Belgium,2010M05,92.48,2
All-items HICP,Belgium,2010M06,92.5,2
All-items HICP,Belgium,2010M07,90.81,2
All-items HICP,Belgium,2010M08,92.67,2
All-items HICP,Belgium,2010M09,92.78,2
All-items HICP,Belgium,2010M10,92.91,2
All-items HICP,Belgium,2010M11,93.02,2
All-items HICP,Belgium,2010M12,93.55,2
All-items HICP,Belgium,2011M01,92.31,2
All-items HICP,Belgium,2011M02,94.48,2
All-items HICP,Belgium,2011M03,94.8,2
All-items HICP,Belgium,2011M04,95.05,2
All-items HICP,Belgium,2011M05,95.2,2
All-items HICP,Belgium,2011M06,95.52,2
All-items HICP,Belgium,2011M07,94.46,2
All-items HICP,Belgium,2011M08,95.86,2
All-items HICP,Belgium,2011M09,95.77,2
All-items HICP,Belgium,2011M10,95.9,2
All-items HICP,Belgium,2011M11,96.28,2
All-items HICP,Belgium,2011M12,96.53,2
All-items HICP,Belgium,2012M01,95.34,2
All-items HICP,Belgium,2012M02,97.65,2
All-items HICP,Belgium,2012M03,97.75,2
All-items HICP,Belgium,2012M04,97.8,2
All-items HICP,Belgium,2012M05,97.71,2
All-items HICP,Belgium,2012M06,97.59,2
All-items HICP,Belgium,2012M07,96.33,2
All-items HICP,Belgium,2012M08,98.35,2
All-items HICP,Belgium,2012M09,98.27,2
All-items HICP,Belgium,2012M10,98.45,2
All-items HICP,Belgium,2012M11,98.37,2
All-items HICP,Belgium,2012M12,98.54,2
All-items HICP,Belgium,2013M01,96.74,2
All-items HICP,Belgium,2013M02,99.14,2
All-items HICP,Belgium,2013M03,99.14,2
All-items HICP,Belgium,2013M04,98.98,2
All-items HICP,Belgium,2013M05,98.9,2
All-items HICP,Belgium,2013M06,99.19,2
All-items HICP,Belgium,2013M07,97.91,2
All-items HICP,Belgium,2013M08,99.43,2
All-items HICP,Belgium,2013M09,99.26,2
All-items HICP,Belgium,2013M10,99.15,2
All-items HICP,Belgium,2013M11,99.25,2
All-items HICP,Belgium,2013M12,99.69,2
All-items HICP,Belgium,2014M01,97.82,2
All-items HICP,Belgium,2014M02,99.97,2
All-items HICP,Belgium,2014M03,99.94,2
All-items HICP,Belgium,2014M04,99.74,2
All-items HICP,Belgium,2014M05,99.59,2
All-items HICP,Belgium,2014M06,99.74,2
All-items HICP,Belgium,2014M07,98.43,2
All-items HICP,Belgium,2014M08,99.83,2
All-items HICP,Belgium,2014M09,99.46,2
All-items HICP,Belgium,2014M10,99.47,2
All-items HICP,Belgium,2014M11,99.31,2
All-items HICP,Belgium,2014M12,99.3,2
All-items HICP,Belgium,2015M01,97.2,2
All-items HICP,Belgium,2015M02,99.56,2
All-items HICP,Belgium,2015M03,99.82,2
All-items HICP,Belgium,2015M04,100.11,2
All-items HICP,Belgium,2015M05,100.43,2
All-items HICP,Belgium,2015M06,100.6,2
All-items HICP,Belgium,2015M07,99.27,2
All-items HICP,Belgium,2015M08,100.58,2
All-items HICP,Belgium,2015M09,100.36,2
All-items HICP,Belgium,2015M10,100.62,2
All-items HICP,Belgium,2015M11,100.7,2
All-items HICP,Belgium,2015M12,100.74,2
All-items HICP,Belgium,2016M01,98.99,2
All-items HICP,Belgium,2016M02,100.67,2
All-items HICP,Belgium,2016M03,101.46,2
All-items HICP,Belgium,2016M04,101.65,2
All-items HICP,Belgium,2016M05,102.04,2
All-items HICP,Belgium,2016M06,102.4,2
All-items HICP,Belgium,2016M07,101.3,2
All-items HICP,Belgium,2016M08,102.59,2
All-items HICP,Belgium,2016M09,102.15,2
All-items HICP,Belgium,2016M10,102.56,2
All-items HICP,Belgium,2016M11,102.46,2
All-items HICP,Belgium,2016M12,102.96,2
All-items HICP,Belgium,2017M01,102.03,2
All-items HICP,Belgium,2017M02,104.0,2
All-items HICP,Belgium,2017M03,103.99,2
All-items HICP,Belgium,2017M04,104.35,2
All-items HICP,Belgium,2017M05,104.02,2
All-items HICP,Belgium,2017M06,103.95,2
All-items HICP,Belgium,2017M07,103.13,2
All-items HICP,Belgium,2017M08,104.64,2
All-items HICP,Belgium,2017M09,104.15,2
All-items HICP,Belgium,2017M10,104.44,2
All-items HICP,Belgium,2017M11,104.61,2
All-items HICP,Belgium,2017M12,105.08,2
All-items HICP,Belgium,2018M01,103.82,2
All-items HICP,Belgium,2018M02,105.53,2
All-items HICP,Belgium,2018M03,105.56,2
All-items HICP,Belgium,2018M04,106.01,2
All-items HICP,Belgium,2018M05,106.38,2
All-items HICP,Belgium,2018M06,106.68,2
All-items HICP,Belgium,2018M07,105.93,2
All-items HICP,Belgium,2018M08,107.41,2
All-items HICP,Belgium,2018M09,107.1,2
All-items HICP,Belgium,2018M10,107.8,2
All-items HICP,Belgium,2018M11,107.63,2
All-items HICP,Belgium,2018M12,107.39,2
All-items HICP,Belgium,2019M01,105.69,2
All-items HICP,Belgium,2019M02,107.62,2
All-items HICP,Belgium,2019M03,107.86,2
All-items HICP,Belgium,2019M04,108.11,2
All-items HICP,Belgium,2019M05,108.16,2
All-items HICP,Belgium,2019M06,108.09,2
All-items HICP,Belgium,2019M07,107.21,2
All-items HICP,Belgium,2019M08,108.34,2
All-items HICP,Belgium,2019M09,107.7,2
All-items HICP,Belgium,2019M10,108.01,2
All-items HICP,Belgium,2019M11,108.02,2
All-items HICP,Belgium,2019M12,108.38,2
All-items HICP,Belgium,2020M01,107.17,2
All-items HICP,Belgium,2020M02,108.74,2
All-items HICP,Belgium,2020M03,108.32,2
All-items HICP,Belgium,2020M04,108.1,2
All-items HICP,Belgium,2020M05,107.92,2
All-items HICP,Belgium,2020M06,108.33,2
All-items HICP,Belgium,2020M07,109.05,2
All-items HICP,Belgium,2020M08,107.38,2
All-items HICP,Bulgaria,2000M01,52.49,3
All-items HICP,Bulgaria,2000M02,53.07,3
All-items HICP,Bulgaria,2000M03,52.9,3
All-items HICP,Bulgaria,2000M04,52.36,3
All-items HICP,Bulgaria,2000M05,52.43,3
All-items HICP,Bulgaria,2000M06,52.56,3
All-items HICP,Bulgaria,2000M07,52.88,3
All-items HICP,Bulgaria,2000M08,54.45,3
All-items HICP,Bulgaria,2000M09,55.68,3
All-items HICP,Bulgaria,2000M10,56.35,3
All-items HICP,Bulgaria,2000M11,56.78,3
All-items HICP,Bulgaria,2000M12,57.03,3
All-items HICP,Bulgaria,2001M01,57.38,3
All-items HICP,Bulgaria,2001M02,57.57,3
All-items HICP,Bulgaria,2001M03,57.6,3
All-items HICP,Bulgaria,2001M04,57.5,3
All-items HICP,Bulgaria,2001M05,57.53,3
All-items HICP,Bulgaria,2001M06,57.48,3
All-items HICP,Bulgaria,2001M07,57.37,3
All-items HICP,Bulgaria,2001M08,57.55,3
All-items HICP,Bulgaria,2001M09,58.28,3
All-items HICP,Bulgaria,2001M10,59.28,3
All-items HICP,Bulgaria,2001M11,59.41,3
All-items HICP,Bulgaria,2001M12,59.78,3
All-items HICP,Bulgaria,2002M01,61.39,3
All-items HICP,Bulgaria,2002M02,62.39,3
All-items HICP,Bulgaria,2002M03,62.87,3
All-items HICP,Bulgaria,2002M04,62.8,3
All-items HICP,Bulgaria,2002M05,61.5,3
All-items HICP,Bulgaria,2002M06,60.46,3
All-items HICP,Bulgaria,2002M07,60.53,3
All-items HICP,Bulgaria,2002M08,60.13,3
All-items HICP,Bulgaria,2002M09,60.6,3
All-items HICP,Bulgaria,2002M10,61.2,3
All-items HICP,Bulgaria,2002M11,61.3,3
All-items HICP,Bulgaria,2002M12,62.06,3
All-items HICP,Bulgaria,2003M01,62.46,3
All-items HICP,Bulgaria,2003M02,62.54,3
All-items HICP,Bulgaria,2003M03,62.78,3
All-items HICP,Bulgaria,2003M04,62.96,3
All-items HICP,Bulgaria,2003M05,62.57,3
All-items HICP,Bulgaria,2003M06,61.22,3
All-items HICP,Bulgaria,2003M07,61.76,3
All-items HICP,Bulgaria,2003M08,62.22,3
All-items HICP,Bulgaria,2003M09,62.81,3
All-items HICP,Bulgaria,2003M10,63.25,3
All-items HICP,Bulgaria,2003M11,64.41,3
All-items HICP,Bulgaria,2003M12,65.56,3
All-items HICP,Bulgaria,2004M01,66.46,3
All-items HICP,Bulgaria,2004M02,66.69,3
All-items HICP,Bulgaria,2004M03,66.64,3
All-items HICP,Bulgaria,2004M04,66.83,3
All-items HICP,Bulgaria,2004M05,66.85,3
All-items HICP,Bulgaria,2004M06,65.67,3
All-items HICP,Bulgaria,2004M07,66.46,3
All-items HICP,Bulgaria,2004M08,66.17,3
All-items HICP,Bulgaria,2004M09,66.79,3
All-items HICP,Bulgaria,2004M10,66.9,3
All-items HICP,Bulgaria,2004M11,67.32,3
All-items HICP,Bulgaria,2004M12,68.16,3
All-items HICP,Bulgaria,2005M01,68.6,3
All-items HICP,Bulgaria,2005M02,69.2,3
All-items HICP,Bulgaria,2005M03,69.54,3
All-items HICP,Bulgaria,2005M04,70.35,3
All-items HICP,Bulgaria,2005M05,70.23,3
All-items HICP,Bulgaria,2005M06,69.94,3
All-items HICP,Bulgaria,2005M07,70.47,3
All-items HICP,Bulgaria,2005M08,70.95,3
All-items HICP,Bulgaria,2005M09,71.79,3
All-items HICP,Bulgaria,2005M10,72.35,3
All-items HICP,Bulgaria,2005M11,72.68,3
All-items HICP,Bulgaria,2005M12,73.2,3
All-items HICP,Bulgaria,2006M01,73.81,3
All-items HICP,Bulgaria,2006M02,75.7,3
All-items HICP,Bulgaria,2006M03,75.87,3
All-items HICP,Bulgaria,2006M04,76.35,3
All-items HICP,Bulgaria,2006M05,76.52,3
All-items HICP,Bulgaria,2006M06,75.78,3
All-items HICP,Bulgaria,2006M07,75.95,3
All-items HICP,Bulgaria,2006M08,75.92,3
All-items HICP,Bulgaria,2006M09,75.63,3
All-items HICP,Bulgaria,2006M10,76.14,3
All-items HICP,Bulgaria,2006M11,76.95,3
All-items HICP,Bulgaria,2006M12,77.66,3
All-items HICP,Bulgaria,2007M01,78.79,3
All-items HICP,Bulgaria,2007M02,79.2,3
All-items HICP,Bulgaria,2007M03,79.23,3
All-items HICP,Bulgaria,2007M04,79.7,3
All-items HICP,Bulgaria,2007M05,79.96,3
All-items HICP,Bulgaria,2007M06,79.79,3
All-items HICP,Bulgaria,2007M07,81.15,3
All-items HICP,Bulgaria,2007M08,82.96,3
All-items HICP,Bulgaria,2007M09,83.96,3
All-items HICP,Bulgaria,2007M10,84.24,3
All-items HICP,Bulgaria,2007M11,85.74,3
All-items HICP,Bulgaria,2007M12,86.64,3
All-items HICP,Bulgaria,2008M01,87.98,3
All-items HICP,Bulgaria,2008M02,88.9,3
All-items HICP,Bulgaria,2008M03,89.71,3
All-items HICP,Bulgaria,2008M04,90.37,3
All-items HICP,Bulgaria,2008M05,91.14,3
All-items HICP,Bulgaria,2008M06,91.55,3
All-items HICP,Bulgaria,2008M07,92.86,3
All-items HICP,Bulgaria,2008M08,92.76,3
All-items HICP,Bulgaria,2008M09,93.57,3
All-items HICP,Bulgaria,2008M10,93.67,3
All-items HICP,Bulgaria,2008M11,93.26,3
All-items HICP,Bulgaria,2008M12,92.87,3
All-items HICP,Bulgaria,2009M01,93.28,3
All-items HICP,Bulgaria,2009M02,93.65,3
All-items HICP,Bulgaria,2009M03,93.33,3
All-items HICP,Bulgaria,2009M04,93.83,3
