Category,Country,Year Month,Index (2015 = 100),code
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2016M08,100.25,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2016M09,100.56,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2016M10,100.82,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2016M11,100.53,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2016M12,101.04,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2017M01,100.35,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2017M02,100.75,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2017M03,101.43,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2017M04,101.97,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2017M05,101.9,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2017M06,101.97,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2017M07,101.61,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2017M08,101.81,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2017M09,102.17,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2017M10,102.29,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2017M11,102.17,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2017M12,102.49,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2018M01,101.75,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2018M02,101.94,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2018M03,102.88,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2018M04,103.32,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2018M05,103.9,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2018M06,104.03,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2018M07,103.86,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2018M08,103.97,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2018M09,104.35,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2018M10,104.62,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2018M11,104.11,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2018M12,104.08,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2019M01,103.22,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2019M02,103.57,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2019M03,104.5,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2019M04,105.26,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2019M05,105.44,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2019M06,105.57,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2019M07,105.22,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2019M08,105.31,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2019M09,105.49,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2019M10,105.67,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2019M11,105.42,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2019M12,105.76,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2020M01,105.0,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2020M02,105.22,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2020M03,105.7,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2020M04,105.93,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2020M05,105.94,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2020M06,106.31,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2020M07,106.06,9
All-items HICP,EU27_2020 - European Union - 27 countries (from 2020),2020M08,105.69,9
All-items HICP,Finland,2000M01,75.22,10
All-items HICP,Finland,2000M02,75.8,10
All-items HICP,Finland,2000M03,76.3,10
All-items HICP,Finland,2000M04,76.44,10
All-items HICP,Finland,2000M05,76.8,10
All-items HICP,Finland,2000M06,77.09,10
All-items HICP,Finland,2000M07,76.73,10
All-items HICP,Finland,2000M08,76.8,10
All-items HICP,Finland,2000M09,77.59,10
All-items HICP,Finland,2000M10,77.66,10
All-items HICP,Finland,2000M11,77.59,10
All-items HICP,Finland,2000M12,77.45,10
All-items HICP,Finland,2001M01,77.37,10
All-items HICP,Finland,2001M02,77.84,10
All-items HICP,Finland,2001M03,78.23,10
All-items HICP,Finland,2001M04,78.62,10
All-items HICP,Finland,2001M05,79.32,10
All-items HICP,Finland,2001M06,79.38,10
All-items HICP,Finland,2001M07,78.75,10
All-items HICP,Finland,2001M08,78.9,10
All-items HICP,Finland,2001M09,79.58,10
All-items HICP,Finland,2001M10,79.51,10
All-items HICP,Finland,2001M11,79.26,10
All-items HICP,Finland,2001M12,79.27,10
All-items HICP,Finland,2002M01,79.63,10
All-items HICP,Finland,2002M02,79.79,10
All-items HICP,Finland,2002M03,80.26,10
All-items HICP,Finland,2002M04,80.58,10
All-items HICP,Finland,2002M05,80.75,10
All-items HICP,Finland,2002M06,80.6,10
All-items HICP,Finland,2002M07,80.33,10
All-items HICP,Finland,2002M08,80.31,10
All-items HICP,Finland,2002M09,80.65,10
All-items HICP,Finland,2002M10,80.86,10
All-items HICP,Finland,2002M11,80.63,10
All-items HICP,Finland,2002M12,80.63,10
All-items HICP,Finland,2003M01,80.76,10
All-items HICP,Finland,2003M02,81.44,10
All-items HICP,Finland,2003M03,81.72,10
All-items HICP,Finland,2003M04,81.7,10
All-items HICP,Finland,2003M05,81.6,10
All-items HICP,Finland,2003M06,81.51,10
All-items HICP,Finland,2003M07,81.12,10
All-items HICP,Finland,2003M08,81.27,10
All-items HICP,Finland,2003M09,81.66,10
All-items HICP,Finland,2003M10,81.58,10
All-items HICP,Finland,2003M11,81.52,10
All-items HICP,Finland,2003M12,81.59,10
All-items HICP,Finland,2004M01,81.36,10
All-items HICP,Finland,2004M02,81.77,10
All-items HICP,Finland,2004M03,81.39,10
All-items HICP,Finland,2004M04,81.39,10
All-items HICP,Finland,2004M05,81.5,10
All-items HICP,Finland,2004M06,81.44,10
All-items HICP,Finland,2004M07,81.27,10
All-items HICP,Finland,2004M08,81.47,10
All-items HICP,Finland,2004M09,81.81,10
All-items HICP,Finland,2004M10,82.1,10
All-items HICP,Finland,2004M11,81.7,10
All-items HICP,Finland,2004M12,81.71,10
All-items HICP,Finland,2005M01,81.26,10
All-items HICP,Finland,2005M02,81.78,10
All-items HICP,Finland,2005M03,82.11,10
All-items HICP,Finland,2005M04,82.33,10
All-items HICP,Finland,2005M05,82.03,10
All-items HICP,Finland,2005M06,82.26,10
All-items HICP,Finland,2005M07,82.0,10
All-items HICP,Finland,2005M08,82.25,10
All-items HICP,Finland,2005M09,82.76,10
All-items HICP,Finland,2005M10,82.72,10
All-items HICP,Finland,2005M11,82.45,10
All-items HICP,Finland,2005M12,82.54,10
All-items HICP,Finland,2006M01,82.21,10
All-items HICP,Finland,2006M02,82.84,10
All-items HICP,Finland,2006M03,83.09,10
All-items HICP,Finland,2006M04,83.53,10
All-items HICP,Finland,2006M05,83.46,10
All-items HICP,Finland,2006M06,83.47,10
All-items HICP,Finland,2006M07,83.09,10
All-items HICP,Finland,2006M08,83.33,10
All-items HICP,Finland,2006M09,83.41,10
All-items HICP,Finland,2006M10,83.54,10
All-items HICP,Finland,2006M11,83.54,10
All-items HICP,Finland,2006M12,83.56,10
All-items HICP,Finland,2007M01,83.29,10
All-items HICP,Finland,2007M02,83.81,10
All-items HICP,Finland,2007M03,84.42,10
All-items HICP,Finland,2007M04,84.81,10
All-items HICP,Finland,2007M05,84.55,10
All-items HICP,Finland,2007M06,84.67,10
All-items HICP,Finland,2007M07,84.44,10
All-items HICP,Finland,2007M08,84.45,10
All-items HICP,Finland,2007M09,84.83,10
All-items HICP,Finland,2007M10,85.07,10
All-items HICP,Finland,2007M11,85.37,10
All-items HICP,Finland,2007M12,85.18,10
All-items HICP,Finland,2008M01,86.16,10
All-items HICP,Finland,2008M02,86.57,10
All-items HICP,Finland,2008M03,87.44,10
All-items HICP,Finland,2008M04,87.58,10
All-items HICP,Finland,2008M05,88.05,10
All-items HICP,Finland,2008M06,88.34,10
All-items HICP,Finland,2008M07,88.1,10
All-items HICP,Finland,2008M08,88.34,10
All-items HICP,Finland,2008M09,88.83,10
All-items HICP,Finland,2008M10,88.81,10
All-items HICP,Finland,2008M11,88.35,10
All-items HICP,Finland,2008M12,88.06,10
All-items HICP,Finland,2009M01,88.3,10
All-items HICP,Finland,2009M02,88.9,10
All-items HICP,Finland,2009M03,89.23,10
All-items HICP,Finland,2009M04,89.42,10
All-items HICP,Finland,2009M05,89.37,10
All-items HICP,Finland,2009M06,89.74,10
All-items HICP,Finland,2009M07,89.12,10
All-items HICP,Finland,2009M08,89.5,10
All-items HICP,Finland,2009M09,89.79,10
All-items HICP,Finland,2009M10,89.34,10
All-items HICP,Finland,2009M11,89.5,10
All-items HICP,Finland,2009M12,89.65,10
All-items HICP,Finland,2010M01,89.71,10
All-items HICP,Finland,2010M02,90.04,10
All-items HICP,Finland,2010M03,90.58,10
All-items HICP,Finland,2010M04,90.84,10
All-items HICP,Finland,2010M05,90.66,10
All-items HICP,Finland,2010M06,90.87,10
All-items HICP,Finland,2010M07,90.3,10
All-items HICP,Finland,2010M08,90.65,10
All-items HICP,Finland,2010M09,91.06,10
All-items HICP,Finland,2010M10,91.44,10
All-items HICP,Finland,2010M11,91.65,10
All-items HICP,Finland,2010M12,92.13,10
All-items HICP,Finland,2011M01,92.49,10
All-items HICP,Finland,2011M02,93.19,10
All-items HICP,Finland,2011M03,93.73,10
All-items HICP,Finland,2011M04,93.9,10
All-items HICP,Finland,2011M05,93.77,10
All-items HICP,Finland,2011M06,94.0,10
All-items HICP,Finland,2011M07,93.6,10
All-items HICP,Finland,2011M08,93.8,10
All-items HICP,Finland,2011M09,94.21,10
All-items HICP,Finland,2011M10,94.37,10
All-items HICP,Finland,2011M11,94.57,10
All-items HICP,Finland,2011M12,94.53,10
All-items HICP,Finland,2012M01,95.3,10
All-items HICP,Finland,2012M02,96.02,10
All-items HICP,Finland,2012M03,96.49,10
All-items HICP,Finland,2012M04,96.71,10
All-items HICP,Finland,2012M05,96.66,10
All-items HICP,Finland,2012M06,96.76,10
All-items HICP,Finland,2012M07,96.51,10
All-items HICP,Finland,2012M08,96.85,10
All-items HICP,Finland,2012M09,97.43,10
All-items HICP,Finland,2012M10,97.67,10
All-items HICP,Finland,2012M11,97.58,10
All-items HICP,Finland,2012M12,97.79,10
All-items HICP,Finland,2013M01,97.79,10
All-items HICP,Finland,2013M02,98.37,10
All-items HICP,Finland,2013M03,98.88,10
All-items HICP,Finland,2013M04,99.06,10
All-items HICP,Finland,2013M05,99.05,10
All-items HICP,Finland,2013M06,98.99,10
All-items HICP,Finland,2013M07,98.96,10
All-items HICP,Finland,2013M08,98.84,10
All-items HICP,Finland,2013M09,99.22,10
All-items HICP,Finland,2013M10,99.35,10
All-items HICP,Finland,2013M11,99.32,10
All-items HICP,Finland,2013M12,99.68,10
All-items HICP,Finland,2014M01,99.63,10
All-items HICP,Finland,2014M02,99.91,10
All-items HICP,Finland,2014M03,100.16,10
All-items HICP,Finland,2014M04,100.3,10
All-items HICP,Finland,2014M05,100.0,10
All-items HICP,Finland,2014M06,100.05,10
All-items HICP,Finland,2014M07,99.91,10
All-items HICP,Finland,2014M08,100.07,10
All-items HICP,Finland,2014M09,100.7,10
All-items HICP,Finland,2014M10,100.53,10
All-items HICP,Finland,2014M11,100.38,10
All-items HICP,Finland,2014M12,100.23,10
All-items HICP,Finland,2015M01,99.49,10
All-items HICP,Finland,2015M02,99.83,10
All-items HICP,Finland,2015M03,100.2,10
All-items HICP,Finland,2015M04,100.22,10
All-items HICP,Finland,2015M05,100.11,10
All-items HICP,Finland,2015M06,100.12,10
All-items HICP,Finland,2015M07,99.82,10
All-items HICP,Finland,2015M08,99.87,10
All-items HICP,Finland,2015M09,100.02,10
All-items HICP,Finland,2015M10,100.19,10
All-items HICP,Finland,2015M11,100.15,10
All-items HICP,Finland,2015M12,99.98,10
All-items HICP,Finland,2016M01,99.52,10
All-items HICP,Finland,2016M02,99.69,10
All-items HICP,Finland,2016M03,100.18,10
All-items HICP,Finland,2016M04,100.49,10
All-items HICP,Finland,2016M05,100.4,10
All-items HICP,Finland,2016M06,100.46,10
All-items HICP,Finland,2016M07,100.31,10
All-items HICP,Finland,2016M08,100.35,10
All-items HICP,Finland,2016M09,100.57,10
All-items HICP,Finland,2016M10,100.82,10
All-items HICP,Finland,2016M11,100.8,10
All-items HICP,Finland,2016M12,101.08,10
All-items HICP,Finland,2017M01,100.41,10
All-items HICP,Finland,2017M02,101.12,10
All-items HICP,Finland,2017M03,101.1,10
All-items HICP,Finland,2017M04,101.5,10
All-items HICP,Finland,2017M05,101.32,10
All-items HICP,Finland,2017M06,101.34,10
All-items HICP,Finland,2017M07,100.94,10
All-items HICP,Finland,2017M08,101.12,10
All-items HICP,Finland,2017M09,101.35,10
All-items HICP,Finland,2017M10,101.32,10
All-items HICP,Finland,2017M11,101.67,10
All-items HICP,Finland,2017M12,101.59,10
All-items HICP,Finland,2018M01,101.26,10
All-items HICP,Finland,2018M02,101.74,10
All-items HICP,Finland,2018M03,101.98,10
All-items HICP,Finland,2018M04,102.32,10
All-items HICP,Finland,2018M05,102.37,10
All-items HICP,Finland,2018M06,102.55,10
All-items HICP,Finland,2018M07,102.36,10
All-items HICP,Finland,2018M08,102.51,10
All-items HICP,Finland,2018M09,102.78,10
All-items HICP,Finland,2018M10,103.05,10
All-items HICP,Finland,2018M11,103.13,10
All-items HICP,Finland,2018M12,102.93,10
All-items HICP,Finland,2019M01,102.48,10
All-items HICP,Finland,2019M02,103.04,10
All-items HICP,Finland,2019M03,103.15,10
All-items HICP,Finland,2019M04,103.9,10
All-items HICP,Finland,2019M05,103.67,10
All-items HICP,Finland,2019M06,103.71,10
All-items HICP,Finland,2019M07,103.38,10
All-items HICP,Finland,2019M08,103.79,10
All-items HICP,Finland,2019M09,103.83,10
All-items HICP,Finland,2019M10,103.98,10
All-items HICP,Finland,2019M11,103.92,10
All-items HICP,Finland,2019M12,104.1,10
All-items HICP,Finland,2020M01,103.72,10
All-items HICP,Finland,2020M02,104.2,10
All-items HICP,Finland,2020M03,104.03,10
All-items HICP,Finland,2020M04,103.58,10
All-items HICP,Finland,2020M05,103.52,10
All-items HICP,Finland,2020M06,103.77,10
All-items HICP,Finland,2020M07,104.07,10
All-items HICP,Finland,2020M08,104.09,10
All-items HICP,France,2000M01,77.43,11
All-items HICP,France,2000M02,77.53,11
All-items HICP,France,2000M03,77.92,11
All-items HICP,France,2000M04,77.92,11
All-items HICP,France,2000M05,78.08,11
All-items HICP,France,2000M06,78.29,11
All-items HICP,France,2000M07,78.15,11
All-items HICP,France,2000M08,78.32,11
All-items HICP,France,2000M09,78.74,11
All-items HICP,France,2000M10,78.67,11
All-items HICP,France,2000M11,78.85,11
All-items HICP,France,2000M12,78.82,11
All-items HICP,France,2001M01,78.47,11
All-items HICP,France,2001M02,78.69,11
All-items HICP,France,2001M03,79.07,11
All-items HICP,France,2001M04,79.48,11
All-items HICP,France,2001M05,79.99,11
All-items HICP,France,2001M06,80.05,11
All-items HICP,France,2001M07,79.87,11
All-items HICP,France,2001M08,79.87,11
All-items HICP,France,2001M09,80.03,11
All-items HICP,France,2001M10,80.08,11
All-items HICP,France,2001M11,79.87,11
All-items HICP,France,2001M12,79.98,11
All-items HICP,France,2002M01,80.37,11
All-items HICP,France,2002M02,80.45,11
All-items HICP,France,2002M03,80.8,11
All-items HICP,France,2002M04,81.13,11
All-items HICP,France,2002M05,81.24,11
All-items HICP,France,2002M06,81.2,11
All-items HICP,France,2002M07,81.13,11
All-items HICP,France,2002M08,81.31,11
All-items HICP,France,2002M09,81.47,11
All-items HICP,France,2002M10,81.61,11
All-items HICP,France,2002M11,81.56,11
All-items HICP,France,2002M12,81.7,11
All-items HICP,France,2003M01,81.87,11
All-items HICP,France,2003M02,82.51,11
All-items HICP,France,2003M03,82.85,11
All-items HICP,France,2003M04,82.72,11
All-items HICP,France,2003M05,82.67,11
All-items HICP,France,2003M06,82.83,11
All-items HICP,France,2003M07,82.73,11
All-items HICP,France,2003M08,82.94,11
All-items HICP,France,2003M09,83.3,11
All-items HICP,France,2003M10,83.48,11
All-items HICP,France,2003M11,83.56,11
All-items HICP,France,2003M12,83.66,11
All-items HICP,France,2004M01,83.68,11
All-items HICP,France,2004M02,84.06,11
All-items HICP,France,2004M03,84.44,11
All-items HICP,France,2004M04,84.67,11
All-items HICP,France,2004M05,85.01,11
All-items HICP,France,2004M06,85.04,11
All-items HICP,France,2004M07,84.87,11
All-items HICP,France,2004M08,85.08,11
All-items HICP,France,2004M09,85.16,11
All-items HICP,France,2004M10,85.39,11
All-items HICP,France,2004M11,85.43,11
All-items HICP,France,2004M12,85.54,11
All-items HICP,France,2005M01,85.06,11
All-items HICP,France,2005M02,85.63,11
All-items HICP,France,2005M03,86.22,11
All-items HICP,France,2005M04,86.37,11
All-items HICP,France,2005M05,86.43,11
All-items HICP,France,2005M06,86.54,11
All-items HICP,France,2005M07,86.39,11
All-items HICP,France,2005M08,86.75,11
All-items HICP,France,2005M09,87.13,11
All-items HICP,France,2005M10,87.12,11
All-items HICP,France,2005M11,86.93,11
All-items HICP,France,2005M12,87.04,11
All-items HICP,France,2006M01,86.97,11
All-items HICP,France,2006M02,87.31,11
All-items HICP,France,2006M03,87.69,11
All-items HICP,France,2006M04,88.08,11
All-items HICP,France,2006M05,88.46,11
All-items HICP,France,2006M06,88.46,11
All-items HICP,France,2006M07,88.29,11
All-items HICP,France,2006M08,88.58,11
All-items HICP,France,2006M09,88.4,11
All-items HICP,France,2006M10,88.19,11
All-items HICP,France,2006M11,88.3,11
All-items HICP,France,2006M12,88.51,11
All-items HICP,France,2007M01,88.17,11
All-items HICP,France,2007M02,88.36,11
All-items HICP,France,2007M03,88.77,11
All-items HICP,France,2007M04,89.25,11
All-items HICP,France,2007M05,89.48,11
All-items HICP,France,2007M06,89.61,11
All-items HICP,France,2007M07,89.32,11
All-items HICP,France,2007M08,89.7,11
All-items HICP,France,2007M09,89.83,11
All-items HICP,France,2007M10,90.08,11
All-items HICP,France,2007M11,90.62,11
All-items HICP,France,2007M12,90.99,11
All-items HICP,France,2008M01,90.98,11
All-items HICP,France,2008M02,91.18,11
All-items HICP,France,2008M03,91.91,11
All-items HICP,France,2008M04,92.26,11
All-items HICP,France,2008M05,92.79,11
All-items HICP,France,2008M06,93.18,11
All-items HICP,France,2008M07,92.93,11
All-items HICP,France,2008M08,92.87,11
All-items HICP,France,2008M09,92.84,11
All-items HICP,France,2008M10,92.79,11
All-items HICP,France,2008M11,92.32,11
All-items HICP,France,2008M12,92.07,11
All-items HICP,France,2009M01,91.67,11
All-items HICP,France,2009M02,92.06,11
All-items HICP,France,2009M03,92.24,11
All-items HICP,France,2009M04,92.39,11
All-items HICP,France,2009M05,92.52,11
All-items HICP,France,2009M06,92.65,11
All-items HICP,France,2009M07,92.19,11
All-items HICP,France,2009M08,92.7,11
All-items HICP,France,2009M09,92.49,11
All-items HICP,France,2009M10,92.59,11
All-items HICP,France,2009M11,92.74,11
All-items HICP,France,2009M12,93.01,11
All-items HICP,France,2010M01,92.79,11
All-items HICP,France,2010M02,93.36,11
All-items HICP,France,2010M03,93.85,11
All-items HICP,France,2010M04,94.14,11
All-items HICP,France,2010M05,94.27,11
All-items HICP,France,2010M06,94.26,11
All-items HICP,France,2010M07,93.95,11
All-items HICP,France,2010M08,94.19,11
All-items HICP,France,2010M09,94.15,11
All-items HICP,France,2010M10,94.29,11
All-items HICP,France,2010M11,94.41,11
All-items HICP,France,2010M12,94.88,11
All-items HICP,France,2011M01,94.6,11
All-items HICP,France,2011M02,95.07,11
All-items HICP,France,2011M03,95.9,11
All-items HICP,France,2011M04,96.24,11
All-items HICP,France,2011M05,96.31,11
All-items HICP,France,2011M06,96.39,11
All-items HICP,France,2011M07,95.91,11
All-items HICP,France,2011M08,96.46,11
All-items HICP,France,2011M09,96.43,11
All-items HICP,France,2011M10,96.69,11
All-items HICP,France,2011M11,96.99,11
All-items HICP,France,2011M12,97.41,11
All-items HICP,France,2012M01,97.03,11
All-items HICP,France,2012M02,97.49,11
All-items HICP,France,2012M03,98.39,11
All-items HICP,France,2012M04,98.56,11
All-items HICP,France,2012M05,98.51,11
All-items HICP,France,2012M06,98.56,11
All-items HICP,France,2012M07,98.05,11
All-items HICP,France,2012M08,98.76,11
All-items HICP,France,2012M09,98.51,11
All-items HICP,France,2012M10,98.71,11
All-items HICP,France,2012M11,98.54,11
All-items HICP,France,2012M12,98.9,11
All-items HICP,France,2013M01,98.34,11
All-items HICP,France,2013M02,98.65,11
All-items HICP,France,2013M03,99.46,11
All-items HICP,France,2013M04,99.35,11
All-items HICP,France,2013M05,99.39,11
All-items HICP,France,2013M06,99.57,11
All-items HICP,France,2013M07,99.22,11
All-items HICP,France,2013M08,99.72,11
All-items HICP,France,2013M09,99.52,11
All-items HICP,France,2013M10,99.39,11
All-items HICP,France,2013M11,99.35,11
All-items HICP,France,2013M12,99.73,11
All-items HICP,France,2014M01,99.09,11
All-items HICP,France,2014M02,99.7,11
All-items HICP,France,2014M03,100.21,11
All-items HICP,France,2014M04,100.18,11
All-items HICP,France,2014M05,100.21,11
All-items HICP,France,2014M06,100.16,11
All-items HICP,France,2014M07,99.78,11
All-items HICP,France,2014M08,100.26,11
All-items HICP,France,2014M09,99.89,11
All-items HICP,France,2014M10,99.92,11
All-items HICP,France,2014M11,99.75,11
All-items HICP,France,2014M12,99.82,11
All-items HICP,France,2015M01,98.7,11
All-items HICP,France,2015M02,99.42,11
All-items HICP,France,2015M03,100.17,11
All-items HICP,France,2015M04,100.3,11
All-items HICP,France,2015M05,100.56,11
All-items HICP,France,2015M06,100.49,11
All-items HICP,France,2015M07,100.0,11
All-items HICP,France,2015M08,100.36,11
All-items HICP,France,2015M09,99.99,11
All-items HICP,France,2015M10,100.07,11
All-items HICP,France,2015M11,99.86,11
All-items HICP,France,2015M12,100.09,11
All-items HICP,France,2016M01,99.02,11
All-items HICP,France,2016M02,99.31,11
All-items HICP,France,2016M03,100.09,11
All-items HICP,France,2016M04,100.18,11
All-items HICP,France,2016M05,100.65,11
All-items HICP,France,2016M06,100.8,11
All-items HICP,France,2016M07,100.39,11
All-items HICP,France,2016M08,100.74,11
All-items HICP,France,2016M09,100.5,11
All-items HICP,France,2016M10,100.54,11
All-items HICP,France,2016M11,100.55,11
All-items HICP,France,2016M12,100.9,11
All-items HICP,France,2017M01,100.57,11
All-items HICP,France,2017M02,100.73,11
All-items HICP,France,2017M03,101.47,11
All-items HICP,France,2017M04,101.57,11
All-items HICP,France,2017M05,101.59,11
All-items HICP,France,2017M06,101.58,11
All-items HICP,France,2017M07,101.17,11
All-items HICP,France,2017M08,101.74,11
All-items HICP,France,2017M09,101.58,11
All-items HICP,France,2017M10,101.7,11
All-items HICP,France,2017M11,101.8,11
All-items HICP,France,2017M12,102.16,11
All-items HICP,France,2018M01,102.06,11
All-items HICP,France,2018M02,102.05,11
All-items HICP,France,2018M03,103.22,11
All-items HICP,France,2018M04,103.43,11
All-items HICP,France,2018M05,103.92,11
All-items HICP,France,2018M06,103.93,11
All-items HICP,France,2018M07,103.8,11
All-items HICP,France,2018M08,104.35,11
All-items HICP,France,2018M09,104.12,11
All-items HICP,France,2018M10,104.24,11
All-items HICP,France,2018M11,104.0,11
All-items HICP,France,2018M12,104.1,11
All-items HICP,France,2019M01,103.52,11
All-items HICP,France,2019M02,103.64,11
All-items HICP,France,2019M03,104.55,11
All-items HICP,France,2019M04,104.93,11
All-items HICP,France,2019M05,105.06,11
All-items HICP,France,2019M06,105.35,11
All-items HICP,France,2019M07,105.11,11
All-items HICP,France,2019M08,105.67,11
All-items HICP,France,2019M09,105.28,11
All-items HICP,France,2019M10,105.2,11
All-items HICP,France,2019M11,105.27,11
All-items HICP,France,2019M12,105.78,11
All-items HICP,France,2020M01,105.24,11
All-items HICP,France,2020M02,105.27,11
All-items HICP,France,2020M03,105.34,11
All-items HICP,France,2020M04,105.32,11
All-items HICP,France,2020M05,105.49,11
All-items HICP,France,2020M06,105.58,11
All-items HICP,France,2020M07,106.01,11
All-items HICP,France,2020M08,105.89,11
All-items HICP,Germany,2000M01,78.5,12
All-items HICP,Germany,2000M02,78.6,12
All-items HICP,Germany,2000M03,78.6,12
All-items HICP,Germany,2000M04,78.6,12
All-items HICP,Germany,2000M05,78.4,12
All-items HICP,Germany,2000M06,78.9,12
All-items HICP,Germany,2000M07,79.2,12
All-items HICP,Germany,2000M08,79.0,12
All-items HICP,Germany,2000M09,79.2,12
All-items HICP,Germany,2000M10,79.1,12
All-items HICP,Germany,2000M11,79.1,12
All-items HICP,Germany,2000M12,80.0,12
All-items HICP,Germany,2001M01,79.5,12
All-items HICP,Germany,2001M02,80.0,12
All-items HICP,Germany,2001M03,80.0,12
All-items HICP,Germany,2001M04,80.3,12
All-items HICP,Germany,2001M05,80.7,12
All-items HICP,Germany,2001M06,80.8,12
All-items HICP,Germany,2001M07,80.9,12
All-items HICP,Germany,2001M08,80.7,12
All-items HICP,Germany,2001M09,80.6,12
All-items HICP,Germany,2001M10,80.4,12
All-items HICP,Germany,2001M11,80.2,12
All-items HICP,Germany,2001M12,81.1,12
All-items HICP,Germany,2002M01,81.1,12
All-items HICP,Germany,2002M02,81.4,12
All-items HICP,Germany,2002M03,81.5,12
All-items HICP,Germany,2002M04,81.5,12
All-items HICP,Germany,2002M05,81.6,12
All-items HICP,Germany,2002M06,81.5,12
All-items HICP,Germany,2002M07,81.8,12
All-items HICP,Germany,2002M08,81.6,12
All-items HICP,Germany,2002M09,81.5,12
All-items HICP,Germany,2002M10,81.4,12
All-items HICP,Germany,2002M11,81.1,12
All-items HICP,Germany,2002M12,82.0,12
All-items HICP,Germany,2003M01,82.0,12
All-items HICP,Germany,2003M02,82.4,12
All-items HICP,Germany,2003M03,82.5,12
All-items HICP,Germany,2003M04,82.3,12
All-items HICP,Germany,2003M05,82.1,12
All-items HICP,Germany,2003M06,82.3,12
All-items HICP,Germany,2003M07,82.5,12
All-items HICP,Germany,2003M08,82.5,12
All-items HICP,Germany,2003M09,82.4,12
All-items HICP,Germany,2003M10,82.4,12
All-items HICP,Germany,2003M11,82.2,12
All-items HICP,Germany,2003M12,82.9,12
All-items HICP,Germany,2004M01,82.9,12
All-items HICP,Germany,2004M02,83.1,12
All-items HICP,Germany,2004M03,83.4,12
All-items HICP,Germany,2004M04,83.7,12
All-items HICP,Germany,2004M05,83.9,12
All-items HICP,Germany,2004M06,83.9,12
All-items HICP,Germany,2004M07,84.1,12
All-items HICP,Germany,2004M08,84.3,12
All-items HICP,Germany,2004M09,84.0,12
All-items HICP,Germany,2004M10,84.2,12
All-items HICP,Germany,2004M11,83.8,12
All-items HICP,Germany,2004M12,84.8,12
All-items HICP,Germany,2005M01,84.3,12
All-items HICP,Germany,2005M02,84.6,12
All-items HICP,Germany,2005M03,84.9,12
All-items HICP,Germany,2005M04,84.9,12
All-items HICP,Germany,2005M05,85.2,12
All-items HICP,Germany,2005M06,85.3,12
All-items HICP,Germany,2005M07,85.7,12
All-items HICP,Germany,2005M08,85.9,12
All-items HICP,Germany,2005M09,86.2,12
All-items HICP,Germany,2005M10,86.2,12
